stock,92年1-9月,稅後純益,92年1-9月,增減(%),期末股本,稅後純益,92年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,,公司,,營業收入,92年1-9月,增減(%),營業利益,92年1-9月,營業外
9925,221325,632748,601062,5.27,3435933,1.84,1.66,14.3024,64.2827,1.01,0.94,9925.0,9925,新保,2085086,1958982,6.44,525207,476737,234541
9926,17520,131748,76503,72.21,1197000,1.1,0.64,13.0049,59.0181,3.11,2.68,9926.0,9926,新海,993560,892171,11.36,102935,83483,56813
9927,-26067,481063,167265,187.61,1500417,3.21,1.23,14.42,65.2531,1.99,1.41,9927.0,9927,泰銘,3306500,1580304,109.23,671860,281728,-26924
9928,-35504,-393842,-76037,,3641879,-1.08,-0.21,9.7556,39.1789,0.53,0.35,9928.0,9928,中視,1606970,1767429,-9.08,-74900,-40533,-298942
9929,-20155,-42606,-87103,,1491704,-0.29,-0.58,9.9473,46.4677,0.5,0.45,9929.0,9929,秋雨印刷,929231,960209,-3.23,-18234,-64164,-20571
9930,-886,387832,184336,110.39,1942918,2,0.95,13.576,70.4862,1.3,1.15,9930.0,9930,中聯資,2416641,2155858,12.1,516429,235114,-3124
9931,8504,66083,35904,84.05,946764,0.7,0.38,12.6158,45.1847,0.53,0.4,9931.0,9931,欣高,487128,423706,14.97,44388,38887,34032
9933,193055,539844,577062,-6.45,5804205,0.93,1.05,13.6551,42.447,1.44,0.82,9933.0,9933,中鼎,9405632,9054249,3.88,294469,470145,223581
9934,-77785,426557,137158,211,1956553,2.18,0.96,16.9929,88.5625,4,3.52,9934.0,9934,成霖,3409330,2251822,51.4,461464,248215,179609
9935,-51056,176128,189244,-6.93,1180013,1.49,1.76,13.9673,32.4775,2.07,1.34,9935.0,9935,慶豐富,3965887,3783788,4.81,302296,308717,-65374
9936,-299915,-205671,-345261,,1301856,-1.58,-2.12,9.8904,45.8255,0.56,0.19,9936.0,9936,欣錩,2062670,2767927,-25.48,-17276,-33168,-188395
9937,190388,432012,372203,16.07,3090430,1.4,1.3,12.1167,46.4942,0.49,0.38,9937.0,9937,全國,11557535,10008094,15.48,290478,313797,274236
9938,41088,206677,134450,53.72,1602410,1.29,1.02,14.5681,56.0034,0.75,0.53,9938.0,9938,百和,1234706,1188942,3.85,94290,136785,158082
9939,-22222,367158,334098,9.9,1565897,2.34,2.52,20.9285,60.5992,1.48,0.91,9939.0,9939,宏全,2168377,1802793,20.28,446441,434985,-61282
9940,90585,536051,373314,43.59,1218240,4.4,3.95,15.9739,64.8114,2.5,2.39,9940.0,9940,信義,2906984,1965308,47.91,619360,397237,92770
9941,90563,620960,492141,26.18,2358000,2.63,2.18,17.1292,21.4647,1.13,1.04,9941.0,9941,裕融,1776759,1776902,-0.01,678508,617205,143423
9942,39383,209003,135408,54.35,632077,3.31,2.38,17.05,64.7586,4.47,3.23,9942.0,9942,茂順,995178,844056,17.9,184006,137589,66434
9943,-50693,181635,189003,-3.9,1841470,0.99,1.03,12.6713,71.1591,0.9,0.75,9943.0,9943,好樂迪,2862690,2453119,16.7,219019,313926,21067
9944,114933,105922,118432,-10.56,773990,1.37,1.74,17.69,59.2119,1.2,0.32,9944.0,9944,新麗,432403,388330,11.35,22841,3931,87839
9945,156808,8774,55863,-84.29,7830435,0.01,0.07,10.5273,37.1891,1.07,0.11,9945.0,9945,潤泰新,5036711,4880727,3.2,-31475,-133694,35496
